AdditionalExp,AgentStatus,AgExemptYN,AnnualLeaseAmt,APXBuildingSqFt,ApxWarehouseSqFt,AssociationFee,AVMYN,Baths,Bedrooms,BlogYN,CAMSf,CeilingHeight,City,Construction,Cooling,County,DateNewListing,DeedRestrictions,Directions,DisplayAddressListing,DisplayFlagAddress,Dockage,DualCommisson,ElectricVoltage,ElementarySchool,ElevatorYN,ExclusiveAgency,ExistingMtg,ExteriorMiscellaneous,Extras,Floor,ForeclosedYN,FrontageRoad,GrossIncome,Heating,HighSchool,HOAYN,IDX,IDXYN,LeaseOption,LeaseRate,LeaseTerm,LeaseTerms,LeaseType,LeaseYN,ListAgentAgentID,ListDate,ListingAgentID,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListOfficeOfficeID,ListPrice,Location,LotSizeArea,LotSizeDim1,LotSizeDim2,LotSizeDim4,LotSizeDimensions,MiddleSchool,ModificationTimeStamp,NaturalGasYN,NetIncome,NonRep,NonRepCommType,Offerings,OfficeIDX,OfficeSqFt,OfficeStatus,OpenHouseAgentID,OpenHouseBoardID,OpenHouseEndDate,OpenHouseEndTime,OpenHouseEndTimeAMPM,OpenHouseFirmID,OpenHouseOfficeID,OpenHouseRemarks,OpenHouseStartDate,OpenHouseStartTimeAMPM,OpenHouseTime,OpenHouseType,OpenHouseYN,OperatingExpenses,OriginalListingFirm,OverheadDoors,ParcelNumber,Parking,PendingAgentAgentID,PendingOfficeOfficeID,PhotoCount,PhotoModificationTimestamp,Photos,PostalCode,PropertyFormat,PropertySubtype,PropertyType,PropertyTypeFeatures,PublicRemarks,Restrooms,Roof,SaleIncludes,SaleYN,Sewer,ShortSaleYN,Show,ShowNoShow,SprinklerYN,StateOrProvince,StatusChangeDate,Stories,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxRange,TaxSectionCode,TaxTownship,TermsNewFinancing,TotalLivingSF,TotalUnits,TransBrokerCommType,Units,Utilities,VirtualTourURL,VirtualTourYN,VOWYN,Water,Waterfront,YearBuilt,Zoning
,"- Active",No,,2802,1853,,No,2,4,No,,"11-14 Ft.",CITRA,Frame,"Central Electric",Marion,2012-11-02,,"FROM OCALA, NORTH ON PINE AVE TO 301/441 FORK AT 329, BEAR RIGHT ON 301 TO CITRA, PROPERTY ON LEFT",Yes,Yes,,No,,,No,Right,,,"Dishwasher,Garbage Disposal,Microwave,Range,Refrigerator","Hardwood/Parquet,Tile",No,"US Highway",,"Central Electric,Heat Pump",,,Yes,Yes,,,,None,,No,2715590271510540,2012-11-02,271510540,2715,59,382115,0,Active,2715590,149900,"Paved Street,Highway Frontage",.8,49,310,161,310,,2013-12-13T13:33:31,No,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0",,03496-000-00,Unpaved,,,25,2012-11-02T23:16:45,Attached,32113,,Other,Commercial,"Rt-Retail Store","HISTORIC HOME LISTED IN THE NATIONAL REGISTRY AS THE ARMSTRONG HOUSE. MAJOR UPDATES INCLUDE ROOF, HEAT/AIR, PLUMBING, WIRING, INSULATION, KITCHEN & BATHS. PREVIOUSLY USED AS AN ANTIQUE STORE. 12 FT ORIGINAL CEILINGS, 7 NON-WORKING FIREPLACES, SOLID HEART PINE DOORS, 5 TON & 3 1/2 TON HEAT PUMPS, 48 FT BACK PORCH, 16X32 & 22X41 GARAGE/WORKSHOP/WAREHOUSE SPACE. PER ZONING DEPARTMENT PROPERTY CAN BE USED AS RESIDENCE AND BUSINESS WITH A SPECIAL EXCEPTION PERMIT.",2,Metal,"Building(s) and Land",Yes,Septic,No,"Lockbox Supra,Vacant",Vacant,No,Florida,,One,N,"HWY 301",18050,"Steels Add",1326,22E,28,12,"Cash,Conventional",4655,,%,1,"Street Lights,TV Cable Available",,,No,Well,,1901,"B-4 Regional Business"
,"- Active",,,,,,Yes,2,0,Yes,,"15-20 Ft.",OCALA,"Concrete Blk w/ Stucco",None,Marion,2014-04-09,,"take 40 highwAY EAST TO 36TH AVE GO RIGHT TO PROPERTY ON THE LEFT",Yes,Yes,"Street Level",Yes,,,,Right,"Private Lender","Landscaped,Security Lighting",,Concrete,,City,,None,,,Yes,Yes,,,,None,,No,27151470271510541,2014-04-10,271510541,2715,147,405963,0,Active,27151470,825000,"Paved Street,In City Limits",2.87,,,,,,2014-04-15T13:13:22,,,3.5,%,,Yes,,"- Active",,,,,,,,,,,,,,,"PEGASUS RLTY   ASSOC-0","10-11 Ft. Wide",2731-012-000,Paved,,,8,2014-04-15T13:13:22,Attached,34479,,Retail,Commercial,"I-Office Showroom,O-Building,Rt-Retail Store,B-Restaurant,AB-Assembly Hall","Single story restautant building CBS walls BUT&g ROFFSLAB FLOORING 15,321 SF 425 SEATING CAPACITY BUIL IN 1978 RENOVATED IN 1999",2,Metal,"Building(s) and Land",Yes,City,No,"Call Listing Agent","Call Listing Agt",,Florida,2014-04-10,One,NE,"36 AVE",717,"Ocala Square",8238,22E,11,15,"Cash,Conventional",158000,,%,1,"Street Lights,Underground Electric",,,Yes,City,,1978,"Planned Shop Center District"
,"- Active",,,,,,No,0,0,No,,None,BELLEVIEW,,None,Marion,2013-02-01,,"441 S T/R ON 301. ON LEFT",Yes,Yes,,No,,,,Right,,,,,No,,,None,,,Yes,Yes,,,,None,,No,2715900271510307,2013-02-01,271510307,2715,90,385689,0,Active,2715900,499000,,.8,200,,,350,,2013-04-22T15:10:47,,,0,%,,Yes,,"- Active",,,,,,,,,,,,,,,"C21/SCROGGIE REALTY INC-0",,38852-000-00,None,,,5,2013-02-01T16:42:26,Attached,34420,,Opportunity,Commercial,"B-Other See Remarks","WONDERFUL SITE ON 301, JUST OFF THE CORNER OF 441. PERFECT FOR ANY TYPE OF BUSINESS. RIGHT IN THE MIDDLE OF THE CITY OF BELLEVIEW. SEVERAL SHEDS GO WITH PROPERTY.",0,,"Other-See Remarks",Yes,City,No,"Go To Site",Other,,Florida,2013-04-22,Other,,"HIGHWAY 301",0,Belleview,TBD,23E,31,16,,600,,%,1,"Above Ground Electric",,,No,City,,,"B-4 Regional Business"
1.5,"- Active",,,14000,,,No,0,0,No,1.5,"11-14 Ft.",Ocala,"Concrete Blk w/ Stucco","Central Electric",Marion,2013-10-22,,"SR 200 - SW College RD approxiately 1.5 miles west of I75 on right. Next to Marion Comm Hospital and Walgreens",Yes,Yes,,Yes,,,No,Right,,"Landscaped,Security Lighting,Sprinklers-Landscaped,Wheelchair Access",,Tile,No,State,,"Central Electric",,,Yes,Yes,,12,,"1-3 Years,4-6 Years",Net,Yes,2715280271511382,2013-10-22,271511382,2715,28,398182,0,Active,2715280,12,"Paved Street",2.24,,,,,,2013-10-22T20:38:38,Yes,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"RE/MAX ALLSTARS REALTY-0",,23894-000-02A5,"Paved,Other-See Remarks",,,8,2013-10-22T20:14:50,Attached,34474,,Retail,Commercial,"O-Medical Office,Rt-Retail Store,Rt-Personal Services,Rt-Shopping Center,Rt-Strip Stores","Space built out for hair/nail salon with open areas.  Excellent retail location - ample parking with Walgreens and Bonefish Grill as your neighbors. Growing area just outside Fore Ranch entrance. Great location for medical supplies company, retail shop, salon. Get great deal on a 3 year lease, or min. 1 year.Could be combined with adjacent unit for 2800 s.f.",1,,"Other-See Remarks",No,City,No,"Call Listing Agent,Vacant","Call Listing Agt",Yes,Florida,2013-10-22,One,SW,"COLLEGE RD",4701-A7,"Comm Nonsub",1.76,21E,34,15,,1400,,%,1,"Underground Electric",,No,No,City,,2005,"B-2 Community Business"
,"- Active",,,9840,,,No,0,0,No,,"7-10 Ft.",Ocala,"Frame w/ Stucco","Central Electric",Marion,2011-05-25,,"Take SR 200 E of I-75 Building next to DeLuca Toyota",Yes,Yes,,No,,,,Right,,,,,,State,,"Central Electric",,,Yes,Yes,,0,,"1-3 Years",,No,27151470271510192,2011-05-25,271510192,2715,147,359173,0,Active,27151470,895000,"Paved Street,Highway Frontage",.77,,,,,,2013-10-29T15:06:59,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"PEGASUS RLTY   ASSOC-0",,2349700212,"16+ Spaces",,,4,2011-08-30T14:57:48,"To Follow",34471,,Retail,Commercial,"Rt-Retail Store","Drastically Reduced. Owner Motivated. Located in one of the hottest section of the SR 200 corridor. 10,000 sf of rent-able space with $66,000 yearly income from the single occupying tenant that has been in the building for several years. Located next to DeLuca Toyota and across from the new Honda Dealership. Great opportunity for investors.",5,,"Building(s) and Land",Yes,City,No,"Appointment,Call Listing Agent","Call Listing Agt",,Florida,2013-10-29,One,SW,"COLLEGE RD",1835,"Sunset Add",11877,21E,24,15,"Cash,Conventional",9840,,%,4,"Above Ground Electric",,,No,City,,1983,"B-4 Regional Business"
0,"- Active",No,,172,0,,No,0,0,No,0,"7-10 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-12-09,,"From Downtown Ocala, take SR 40 East and make Left (heading North) on NE 10th Ave to property on right.",Yes,Yes,None,No,,,,Right,,"Other-See Remarks","Microwave,Security Alarm System,Smoke Alarm System,Storage Area","Hardwood/Parquet,Vinyl,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,1.6,,"1-3 Years,Varied Terms",Gross,Yes,2715680271512747,2013-12-09,271512747,2715,68,400304,0,Active,2715680,275,"Paved Street,In City Limits",.29,133,,,95,,2013-12-10T12:17:31,,,0.00,%,,Yes,172,"- Active",,,,,,,,,,,,,,,"MCBRIDE LAND   DEV CO-0",None,28311-011-00,"6-15 Spaces",,,14,2013-12-09T14:26:46,Attached,34470,,Office,Commercial,"O-Building,O-Office Condo,O-Personal Services,B-Retail,B-Service","Extremely Clean & updated, Professional Office space for rent in Great Location! Various size offices available... 90 to 260 SF (10 units to choose from but this listing is for unit #10). Any combination of units also available for rent, up to 1,732SF. All Units are move in ready. Units 9 & 10 are fully furnished. 2 restrooms & 2 kitchenettes areas for entire building. 2 car garage (750sf) also available w/ lease of any unit for addt'l $200/mo. 1st, Last & Security Deposit due at lease execution",2,"Other-See Remarks","Furniture/Fixtures,Leases",No,City,No,"Appointment,Call List Office,Call Listing Agent,Other-See Remarks","Call List Office",,Florida,2013-12-10,One,NE,"10 AVE",27,"Caldwell Add",0,22E,17,15,,172,,%,5,"Above Ground Electric,Street Lights",,,No,City,,1973,"B-2 Community Business"
0,"- Active",No,,260,0,,No,0,0,No,0,"7-10 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-12-09,,"From Downtown Ocala, take SR 40 East and make Left (heading North) on NE 10th Ave to property on right.",Yes,Yes,None,No,,,,Right,,"Other-See Remarks","Microwave,Security Alarm System,Smoke Alarm System,Storage Area","Hardwood/Parquet,Vinyl,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,1.54,,"1-3 Years,Varied Terms",Gross,Yes,2715680271512747,2013-12-09,271512747,2715,68,400300,0,Active,2715680,400,"Paved Street,In City Limits",.29,133,,,95,,2013-12-10T12:17:55,,,0.00,%,,Yes,260,"- Active",,,,,,,,,,,,,,,"MCBRIDE LAND   DEV CO-0",None,28311-011-00,"6-15 Spaces",,,14,2013-12-09T14:04:08,Attached,34470,,Office,Commercial,"O-Building,O-Office Condo,O-Personal Services,B-Retail,B-Service","Extremely Clean & updated, Professional Office space for rent in Great Location! Various size offices available... 90 to 260 SF (10 units to choose from but this listing is for unit #7). Any combination of units also available for rent, up to 1,732SF. All Units are move in ready. Units 9 & 10 are fully furnished. 2 restrooms & 2 kitchenettes areas for entire building. 2 car garage (750sf) also available w/ lease of any unit for addt'l $200/mo. 1st, Last & Security Deposit due at lease execution.",2,"Other-See Remarks","Furniture/Fixtures,Leases",No,City,No,"Appointment,Call List Office,Call Listing Agent,Other-See Remarks","Call List Office",,Florida,2013-12-10,One,NE,"10 AVE",27,"Caldwell Add",0,22E,17,15,,260,,%,5,"Above Ground Electric,Street Lights",,,No,City,,1973,"B-2 Community Business"
0,"- Active",No,,261,0,,No,0,0,No,0,"7-10 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-12-05,,"From Downtown Ocala, take SR 40 East and make Left (heading North) on NE 10th Ave to property on right.",Yes,Yes,None,No,,,,Right,,"Other-See Remarks","Microwave,Security Alarm System,Smoke Alarm System,Storage Area","Hardwood/Parquet,Vinyl,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,1.53,,"1-3 Years,Varied Terms",Gross,Yes,2715680271512747,2013-12-05,271512747,2715,68,400186,0,Active,2715680,400,"Paved Street,In City Limits",.29,133,,,95,,2013-12-10T12:17:14,,,0.00,%,,Yes,261,"- Active",,,,,,,,,,,,,,,"MCBRIDE LAND   DEV CO-0",None,28311-011-00,"6-15 Spaces",,,14,2013-12-09T13:12:32,Attached,34470,,Office,Commercial,"O-Building,O-Office Condo,O-Personal Services,B-Retail,B-Service","Extremely Clean & updated, Professional Office space for rent in Great Location! Various size offices available... 90 to 260 SF (10 units to choose from but this listing is for unit #2). Any combination of units also available for rent, up to 1,732SF. All Units are move in ready. Units 9 & 10 are fully furnished. 2 restrooms & 2 kitchenettes areas for entire building. 2 car garage (750sf) also available w/ lease of any unit for addt'l $200/mo. 1st, Last & Security Deposit due at lease execution.",2,"Other-See Remarks","Furniture/Fixtures,Leases",No,City,No,"Appointment,Call List Office,Call Listing Agent,Other-See Remarks","Call List Office",,Florida,2013-12-10,One,NE,"10 AVE",27,"Caldwell Add",0,22E,17,15,,261,,%,5,"Above Ground Electric,Street Lights",,,No,City,,1973,"B-2 Community Business"
0,"- Active",No,,232,0,,No,0,0,No,0,"7-10 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-12-09,,"From Downtown Ocala, take SR 40 East and make Left (heading North) on NE 10th Ave to property on right.",Yes,Yes,None,No,,,,Right,,"Other-See Remarks","Microwave,Security Alarm System,Smoke Alarm System,Storage Area","Hardwood/Parquet,Vinyl,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,1.4,,"1-3 Years,Varied Terms",Gross,Yes,2715680271512747,2013-12-09,271512747,2715,68,400295,0,Active,2715680,325,"Paved Street,In City Limits",.29,133,,,95,,2013-12-10T12:18:10,,,0.00,%,,Yes,232,"- Active",,,,,,,,,,,,,,,"MCBRIDE LAND   DEV CO-0",None,28311-011-00,"6-15 Spaces",,,14,2013-12-09T13:36:07,Attached,34470,,Office,Commercial,"O-Building,O-Office Condo,O-Personal Services,B-Retail,B-Service","Extremely Clean & updated, Professional Office space for rent in Great Location! Various size offices available... 90 to 260 SF (10 units to choose from but this listing is for unit #3). Any combination of units also available for rent, up to 1,732SF. All Units are move in ready. Units 9 & 10 are fully furnished. 2 restrooms & 2 kitchenettes areas for entire building. 2 car garage (750sf) also available w/ lease of any unit for addt'l $200/mo. 1st, Last & Security Deposit due at lease execution.",2,"Other-See Remarks","Furniture/Fixtures,Leases",No,City,No,"Appointment,Call List Office,Call Listing Agent,Other-See Remarks","Call List Office",,Florida,2013-12-10,One,NE,"10 AVE",27,"Caldwell Add",0,22E,17,15,,232,,%,5,"Above Ground Electric,Street Lights",,,No,City,,1973,"B-2 Community Business"
0,"- Active",No,,162,0,,No,0,0,No,0,"7-10 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-12-09,,"From Downtown Ocala, take SR 40 East and make Left (heading North) on NE 10th Ave to property on right.",Yes,Yes,None,No,,,,Right,,"Other-See Remarks","Microwave,Security Alarm System,Smoke Alarm System,Storage Area","Hardwood/Parquet,Vinyl,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,1.08,,"1-3 Years,Varied Terms",Gross,Yes,2715680271512747,2013-12-09,271512747,2715,68,400302,0,Active,2715680,175,"Paved Street,In City Limits",.29,133,,,95,,2013-12-10T12:17:39,,,0.00,%,,Yes,162,"- Active",,,,,,,,,,,,,,,"MCBRIDE LAND   DEV CO-0",None,28311-011-00,"6-15 Spaces",,,14,2013-12-09T14:14:38,Attached,34470,,Office,Commercial,"O-Building,O-Office Condo,O-Personal Services,B-Retail,B-Service","Extremely Clean & updated, Professional Office space for rent in Great Location! Various size offices available... 90 to 260 SF (10 units to choose from but this listing is for unit #8). Any combination of units also available for rent, up to 1,732SF. All Units are move in ready. Units 9 & 10 are fully furnished. 2 restrooms & 2 kitchenettes areas for entire building. 2 car garage (750sf) also available w/ lease of any unit for addt'l $200/mo. 1st, Last & Security Deposit due at lease execution.",2,"Other-See Remarks","Furniture/Fixtures,Leases",No,City,No,"Appointment,Call List Office,Call Listing Agent,Other-See Remarks","Call List Office",,Florida,2013-12-10,One,NE,"10 AVE",27,"Caldwell Add",0,22E,17,15,,162,,%,5,"Above Ground Electric,Street Lights",,,No,City,,1973,"B-2 Community Business"
0,"- Active",No,,149,0,,No,0,0,No,0,"7-10 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-12-09,,"From Downtown Ocala, take SR 40 East and make Left (heading North) on NE 10th Ave to property on right.",Yes,Yes,None,No,,,,Right,,"Other-See Remarks","Microwave,Security Alarm System,Smoke Alarm System,Storage Area","Hardwood/Parquet,Vinyl,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,1.68,,"1-3 Years,Varied Terms",Gross,Yes,2715680271512747,2013-12-09,271512747,2715,68,400298,0,Active,2715680,250,"Paved Street,In City Limits",.29,133,,,95,,2013-12-10T12:18:02,,,0.00,%,,Yes,149,"- Active",,,,,,,,,,,,,,,"MCBRIDE LAND   DEV CO-0",None,28311-011-00,"6-15 Spaces",,,14,2013-12-09T13:51:28,Attached,34470,,Office,Commercial,"O-Building,O-Office Condo,O-Personal Services,B-Retail,B-Service","Extremely Clean & updated, Professional Office space for rent in Great Location! Various size offices available... 90 to 260 SF (10 units to choose from but this listing is for unit #5). Any combination of units also available for rent, up to 1,732SF. All Units are move in ready. Units 9 & 10 are fully furnished. 2 restrooms & 2 kitchenettes areas for entire building. 2 car garage (750sf) also available w/ lease of any unit for addt'l $200/mo. 1st, Last & Security Deposit due at lease execution.",2,"Other-See Remarks","Furniture/Fixtures,Leases",No,City,No,"Appointment,Call List Office,Call Listing Agent,Other-See Remarks","Call List Office",,Florida,2013-12-10,One,NE,"10 AVE",27,"Caldwell Add",0,22E,17,15,,149,,%,5,"Above Ground Electric,Street Lights",,,No,City,,1973,"B-2 Community Business"
0,"- Active",No,,95,0,,No,0,0,No,0,"7-10 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-12-09,,"From Downtown Ocala, take SR 40 East and make Left (heading North) on NE 10th Ave to property on right.",Yes,Yes,None,No,,,,Right,,"Other-See Remarks","Microwave,Security Alarm System,Smoke Alarm System,Storage Area","Hardwood/Parquet,Vinyl,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,1.05,,"1-3 Years,Varied Terms",Gross,Yes,2715680271512747,2013-12-09,271512747,2715,68,400296,0,Active,2715680,100,"Paved Street,In City Limits",.29,133,,,95,,2013-12-10T12:17:22,,,0.00,%,,Yes,95,"- Active",,,,,,,,,,,,,,,"MCBRIDE LAND   DEV CO-0",None,28311-011-00,"6-15 Spaces",,,14,2013-12-09T13:45:01,Attached,34470,,Office,Commercial,"O-Building,O-Office Condo,O-Personal Services,B-Retail,B-Service","Extremely Clean & updated, Professional Office space for rent in Great Location! Various size offices available... 90 to 260 SF (10 units to choose from but this listing is for unit #4). Any combination of units also available for rent, up to 1,732SF. All Units are move in ready. Units 9 & 10 are fully furnished. 2 restrooms & 2 kitchenettes areas for entire building. 2 car garage (750sf) also available w/ lease of any unit for addt'l $200/mo. 1st, Last & Security Deposit due at lease execution.",2,"Other-See Remarks","Furniture/Fixtures,Leases",No,City,No,"Appointment,Call List Office,Call Listing Agent,Other-See Remarks","Call List Office",,Florida,2013-12-10,One,NE,"10 AVE",27,"Caldwell Add",0,22E,17,15,,95,,%,5,"Above Ground Electric,Street Lights",,,No,City,,1973,"B-2 Community Business"
0,"- Active",No,,143,0,,No,0,0,No,0,"7-10 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-12-09,,"From Downtown Ocala, take SR 40 East and make Left (heading North) on NE 10th Ave to property on right.",Yes,Yes,None,No,,,,Right,,"Other-See Remarks","Microwave,Security Alarm System,Smoke Alarm System,Storage Area","Hardwood/Parquet,Vinyl,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,1.57,,"1-3 Years,Varied Terms",Gross,Yes,2715680271512747,2013-12-09,271512747,2715,68,400299,0,Active,2715680,225,"Paved Street,In City Limits",.29,133,,,95,,2013-12-10T12:18:19,,,0.00,%,,Yes,143,"- Active",,,,,,,,,,,,,,,"MCBRIDE LAND   DEV CO-0",None,28311-011-00,"6-15 Spaces",,,14,2013-12-09T13:57:57,Attached,34470,,Office,Commercial,"O-Building,O-Office Condo,O-Personal Services,B-Retail,B-Service","Extremely Clean & updated, Professional Office space for rent in Great Location! Various size offices available... 90 to 260 SF (10 units to choose from but this listing is for unit #6). Any combination of units also available for rent, up to 1,732SF. All Units are move in ready. Units 9 & 10 are fully furnished. 2 restrooms & 2 kitchenettes areas for entire building. 2 car garage (750sf) also available w/ lease of any unit for addt'l $200/mo. 1st, Last & Security Deposit due at lease execution.",2,"Other-See Remarks","Furniture/Fixtures,Leases",No,City,No,"Appointment,Call List Office,Call Listing Agent,Other-See Remarks","Call List Office",,Florida,2013-12-10,One,NE,"10 AVE",27,"Caldwell Add",0,22E,17,15,,143,,%,5,"Above Ground Electric,Street Lights",,,No,City,,1973,"B-2 Community Business"
,"- Active",,,,,,Yes,0,0,No,,"21-25 Ft.",Wildwood,Prefabricated,Zoned,Sumter,2014-04-07,,"FROM WILDWOOD GO NORTH 0N 301 TO RT ON 462, RT ON NE 43RD WAY BEFORE RR TRACKS",Yes,Yes,None,No,,,,Right,,"Fenced,Security Lighting","Private Restrooms,Storage Area","Concrete,W/W Carpet",,City,,"Central Electric",,,Yes,Yes,,,,"Varied Terms",,No,27151103271512268,2014-04-06,271512268,2715,110,405778,3,Active,27151103,499900,"Paved Street,Dead End Street,In City Limits",.86,,,,,,2014-04-08T12:20:08,,,0,%,,Yes,,"- Active",,,,,,,,,,,,,,,"REMAX/PREMIER REALTY - LADY LAKE-3","10-11 Ft. Wide,1-3 Doors",D32=109,"16+ Spaces,Paved",,,12,2014-04-07T15:21:54,"To Follow",34785,,Industrial/Warehouse,Commercial,I-Warehouse,"COMMERICAL BUILDING IN WILDWOOD INDUSTRIAL AREA, CONVENIENT TO THE VILLAGES AND INTERSTATE.  60 X 100 BUILDING WITH FINISHED INTERIOR UNITS PLUS 3 WORK/ WAREHOUSE BAYS. MULTIPLE FINISHED CONFERENCE ROOMS/OFFICES, LOADS OF PARKING WITH CHAINED LINK FENCED STORAGE. OWNER WILL CONSIDER LONG TERM LEASE FOR ALL OR PART OF THE 6000 SQ FT.  OWNER FINANCING POSSIBLE.",3,Metal,"Building(s) and Land,Leases",Yes,Unknown,No,"Appointment,Call Listing Agent","Call Listing Agt",,Florida,2014-04-08,One,NE,"43 WAY",8520,"Comm Nonsub",5090,23E,32,18,"Cash,Conventional,Owner",60000,,%,1,"Above Ground Electric",,,Yes,City,,,"M-1 Light Industrial"
0,"- Active",,,,,,Yes,0,0,Yes,0,"7-10 Ft.",Ocala,,"Central Electric",Marion,2013-03-15,,"Head east on Silver Springs Blvd., turn right into the Subway parking lot, head straight back to the two story building. Ste 3 and 4 are upstairs.",Yes,Yes,,Yes,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,.36,,"1-3 Years",Net,Yes,27158510271511207,2013-03-15,271511207,2715,851,387766,0,Active,27158510,450,,1250,,,,,,2013-08-01T21:49:06,,,50,%,,Yes,,"- Active",,,,,,,,,,,,,,,"IDEAL PROPERTIES OF FLORIDA-0",,28333-001-02,"2-5 Spaces",,,5,2013-03-15T20:11:43,Attached,34470,,Office,Commercial,O-Building,"Office space in great downtown location. Two units available, may convert into one unit. 1250 sq/ft of usable space, with one bathroom, a utility room, and two balconies. One large room at entry, with two smaller rooms in the back.",1,,Leases,No,City,No,"Call List Office,Call Listing Agent","Call Listing Agt",,Florida,2013-08-01,One,E,"SILVER SPRINGS BLVD STE 4",2216,"Dozier Strplg",4633,22E,16,15,,1250,,%,1,"Street Lights,TV Cable Available",,,Yes,City,,1975,"B-2 Community Business"
,"- Active",,,2227,,,No,4,4,No,,"7-10 Ft.",OCALA,"Concrete Blk w/ Stucco","Central Electric",Marion,2014-04-12,,"484 WEST, LEFT ON MARION OAKS BLVD, RIGHT ON MARION OAKS MANOR, LEFT ON 33 AVE RD, RIGHT ON 35 CT RD, PROPERTY ON RIGHT",Yes,Yes,,No,,,No,Right,,,,"Tile,W/W Carpet",Yes,,,"Central Electric",,,Yes,Yes,,,,None,,No,2715590271510111,2014-04-11,271510111,2715,59,406073,0,Active,2715590,72345,"Paved Street",.23,125,,,80,,2014-04-15T19:53:13,No,,2.5,%,,Yes,,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0",,8005-0852-13,"Garage-Ground Level",,,7,2014-04-15T19:53:13,"To Follow",34473,,"Residential Income",Commercial,R-Duplex/Triplex/Quad,"NEVER LIVED IN DUPLEX THAT FEATURES TILE FLOORS, CARPET IN BEDROOMS, NICE KITCHEN WITH MAPLE CABINETS, NO APPLIANCES, COVERED PATIO PLUS ATTACHED GARAGE EACH SIDE. LOTS OF POTENTIAL HERE!",0,Shingle,"Building(s) and Land",Yes,Septic,No,"Call Listing Agent","Call Listing Agt",No,Florida,2014-04-14,One,SW,"35 COURT RD",16101,"Marion Oaks South",1872,21E,26,17,"Cash,Conventional",3170,,%,2,"TV Cable Available",,,No,Community,,,Other
,"- Active",,,,,,No,5,7,Yes,,"7-10 Ft.",Belleview,,"Other-See Remarks",Marion,2013-07-19,,"From Ocala, South on US 441/27, T/ R on 110th St (Walgreens towards Post Office), follow west to property on left, just past Hawks Point.",Yes,Yes,,No,,,,Right,,,,,No,County,,"Other-See Remarks",,,Yes,Yes,,,,"Other-See remarks",,No,27159930271510684,2013-07-19,271510684,2715,993,393444,0,Active,27159930,249000,,8.25,,,,,,2014-01-28T19:13:11,,,0,%,,Yes,,"- Active",,,,,,,,,,,,,,,"RIDDLE REALTY-0",,38760-000-00,Unpaved,,,10,2013-08-09T17:19:48,Attached,34420,,"Income Producing",Commercial,"R-Mobile Home Park,IP-Income Producing","Income producing property. 8+ acre with  5 presently leased mobile homes.  Property previously home of Deans BBQ so there is a small office section and building with smoke house on premises.  Property has two wells on premises. Just outside Belleview City limits.  Property being sold ""as is with right to inspection"".",5,,"Building(s) and Land",Yes,Septic,No,Appointment,Other,,Florida,2013-08-09,One,SE,"110 ST",4318,"Acrg Nonsub",4342,22E,35,16,,4000,,%,5,"Underground Electric",,,Yes,Well,,,"A-1 General Agriculture"
